Transaction Date,Disclosure Date,Owner,Ticker,Trade Value Range,Politician,Politician Type,Transaction Type (Lvl 1),Transaction Type (Lvl 2)
2020-06-30,2020-07-02,Spouse,AMZN,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-26,2020-07-02,Spouse,AAPL,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-26,2020-07-02,Spouse,AMZN,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-26,2020-07-02,Spouse,MSFT,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-26,2020-07-02,Spouse,NFLX,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-26,2020-07-02,Spouse,NVDA,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,AAPL,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,COST,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,COUP,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,DIS,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,FB,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,GOOG,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,IRBT,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,MSFT,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,NVDA,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-24,2020-07-02,Spouse,PYPL,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-23,2020-07-02,Spouse,AAPL,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-23,2020-07-02,Spouse,AMAT,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-23,2020-07-02,Spouse,AVGO,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-23,2020-07-02,Spouse,COUP,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-23,2020-07-02,Spouse,MMM,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-23,2020-07-02,Spouse,MSFT,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-17,2020-07-02,Spouse,AMAT,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-17,2020-07-02,Spouse,COUP,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-17,2020-07-02,Spouse,INTC,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-17,2020-07-02,Spouse,KLAC,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-17,2020-07-02,Spouse,MSFT,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-03,2020-07-02,Spouse,NFLX,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-04,2020-07-02,Spouse,VMC,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-04,2020-07-02,Spouse,STZ,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-04,2020-07-02,Spouse,RDS-B,"$1,001 - $15,000",Ron L Wyden,Senator,Sale,Sale (Full)
2020-06-04,2020-07-02,Spouse,PYPL,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-04,2020-07-02,Spouse,MAR,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-04,2020-07-02,Spouse,KLAC,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-04,2020-07-02,Spouse,FB,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-04,2020-07-02,Spouse,AVGO,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-05,2020-07-02,Spouse,VMC,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-05,2020-07-02,Spouse,TRIP,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-05,2020-07-02,Spouse,MAR,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-05,2020-07-02,Spouse,GOOG,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-05,2020-07-02,Spouse,FB,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-05,2020-07-02,Spouse,CAT,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-05,2020-07-02,Spouse,AMZN,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-05,2020-07-02,Spouse,AMAT,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-12,2020-07-02,Spouse,NVDA,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-12,2020-07-02,Spouse,DIS,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-12,2020-07-02,Child,DIS,"$1,001 - $15,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-12,2020-07-02,Child,DIS,"$1,001 - $15,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-12,2020-07-02,Child,DIS,"$1,001 - $15,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-02,2020-07-02,Spouse,AMZN,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-06-02,2020-07-02,Spouse,BERY,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-18,2020-06-15,Joint,RPM,"$50,001 - $100,000",Daniel S Sullivan,Senator,Sale,Sale (Partial)
2020-05-28,2020-06-01,Spouse,XCAPX,"$15,001 - $50,000",Thomas R Carper,Senator,Purchase,Purchase
2020-05-21,2020-06-01,Spouse,PRJAX,"$15,001 - $50,000",Thomas R Carper,Senator,Sale,Sale (Full)
2020-05-27,2020-06-01,Spouse,TRIP,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-27,2020-06-01,Spouse,MAR,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-27,2020-06-01,Spouse,VAC,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-26,2020-06-01,Spouse,NVDA,"$100,001 - $250,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-26,2020-06-01,Spouse,VAC,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-21,2020-06-01,Spouse,GOOG,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-20,2020-06-01,Spouse,PYPL,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-20,2020-06-01,Spouse,FB,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-11,2020-06-01,Spouse,UBER,"$15,001 - $50,000",Ron L Wyden,Senator,Sale,Sale (Full)
2020-05-08,2020-06-01,Spouse,UBER,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-01,2020-06-01,Spouse,AMZN,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-05,2020-06-01,Spouse,QSR,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-05,2020-06-01,Spouse,MCD,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-05,2020-06-01,Spouse,DPZ,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-05,2020-06-01,Spouse,BYND,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-07,2020-06-01,Spouse,STZ,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-07,2020-06-01,Spouse,MTCH,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-07,2020-06-01,Spouse,BLL,"$50,001 - $100,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-07,2020-06-01,Spouse,BRY,"$15,001 - $50,000",Ron L Wyden,Senator,Purchase,Purchase
2020-05-07,2020-06-01,Spouse,GE,"$1,001 - $15,000",Ron L Wyden,Senator,Sale,Sale (Full)
2020-05-20,2020-05-22,Spouse,ICE,"$1,000,001 - $5,000,000",Kelly Loeffler,Senator,Purchase,Purchase
2020-05-20,2020-05-22,Spouse,ICE,"$5,000,001 - $25,000,000",Kelly Loeffler,Senator,Sale,Sale (Partial)
2020-05-20,2020-05-22,Self,ICE,"$1,000,001 - $5,000,000",Kelly Loeffler,Senator,Sale,Sale (Partial)
2020-04-07,2020-05-14,Spouse,RTN,"$15,001 - $50,000",Shelley M Capito,Senator,Exchange,Exchange
2020-04-13,2020-05-08,Self,V,"$50,001 - $100,000",James M Inhofe,Senator,Sale,Sale (Partial)
2020-04-13,2020-05-08,Self,MSFT,"$50,001 - $100,000",James M Inhofe,Senator,Sale,Sale (Partial)
2020-04-16,2020-05-08,Joint,DOW,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-16,2020-05-08,Joint,EEM,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-16,2020-05-08,Joint,IDV,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,DD,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,BRK-B,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,BAC,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,AAPL,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-03,2020-05-08,Joint,PFE,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-06,2020-05-08,Joint,LYV,"$1,001 - $15,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-03,2020-05-08,Joint,LYV,"$1,001 - $15,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-01,2020-05-08,Joint,MU,"$1,001 - $15,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-01,2020-05-08,Joint,MU,"$1,001 - $15,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-16,2020-05-08,Joint,IWM,"$50,001 - $100,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-14,2020-05-08,Joint,DIS,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,MU,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,MRK,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-06,2020-05-08,Joint,MRK,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-03,2020-05-08,Joint,MRK,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,LGF-B,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,GPK,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,FDX,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,DVN,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,DAL,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,ALB,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,HBI,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,URBN,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,AXTA,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,FEYE,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,SBUX,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-03,2020-05-08,Joint,SBUX,"$1,001 - $15,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-14,2020-05-08,Joint,VIAC,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,RF,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,WPX,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,PFE,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,LYV,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,GM,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,GLW,"$100,001 - $250,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-16,2020-05-08,Joint,SPY,"$100,001 - $250,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-16,2020-05-08,Joint,VEA,"$50,001 - $100,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-16,2020-05-08,Joint,VOO,"$100,001 - $250,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-16,2020-05-08,Joint,CAIFX,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-16,2020-05-08,Joint,FRIAX,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-16,2020-05-08,Joint,AMLP,"$250,001 - $500,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-15,2020-05-08,Joint,SPY,"$1,000,001 - $5,000,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-15,2020-05-08,Joint,SPY,"$500,001 - $1,000,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-07,2020-05-08,Joint,PBA,"$1,001 - $15,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-06,2020-05-08,Joint,ENB,"$1,001 - $15,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-06,2020-05-08,Joint,TRP,"$1,001 - $15,000","David A Perdue , Jr",Senator,Purchase,Purchase
2020-04-03,2020-05-08,Joint,ORCL,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-07,2020-05-08,Joint,CEQP,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-09,2020-05-08,Joint,ORCL,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-13,2020-05-08,Joint,EQM,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,PEP,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,NWSA,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,ORCL,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,CVX,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,NKE,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,WFC,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,JPM,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,BMY,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,ORCL,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,BX,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,BRK-B,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,COST,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,AMT,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,MRK,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,MA,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,ANTM,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,BK,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,PYPL,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,ABBV,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,AMZN,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,CSCO,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,EXR,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,BAX,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,XOM,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,SYK,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,COP,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,FOX,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,CTSH,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,ACA,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,AAPL,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,JNJ,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,DIS,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,CSCO,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,MDLZ,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,BOIVF,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,VZ,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,USB,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,RL,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,WFC,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,MSFT,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,STT,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,UHAL,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,KO,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,EQM,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,BMY,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,BAC,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,ORCL,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,VZ,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,PYPL,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,GOOGL,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,NKE,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,MDLZ,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,MO,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,JPM,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,KMI,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,NFLX,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,HCA,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,V,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,PRU,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,EMR,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,HON,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,EXR,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,CSCO,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,COST,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,DOW,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,AAPL,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,AMZN,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,DIS,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Partial)
2020-04-14,2020-05-08,Joint,BAH,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,MU,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,M,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,SU,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,CVX,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,GOOG,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,FHB,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,BKNG,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,DIS,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,FOXA,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,HUN,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,NWS,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,UN,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,MSM,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,SYY,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,PG,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-14,2020-05-08,Joint,EAF,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,PAGP,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,PSXP,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,SUN,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,TCP,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,KMI,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,EPD,"$50,001 - $100,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,LNG,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,TRP,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,MMP,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,OKE,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,PAA,"$15,001 - $50,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,ENB,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
2020-04-15,2020-05-08,Joint,PBA,"$1,001 - $15,000","David A Perdue , Jr",Senator,Sale,Sale (Full)
