Transaction Date,Disclosure Date,Owner,Ticker,Trade Value Range,Politician,Politician Type,Transaction Type (Lvl 1),Transaction Type (Lvl 2)
2021-12-16,2021-12-22,Self,VRM,"$1,001 - $15,000","William F Hagerty, Iv",Senator,Sale,Sale (Full)
2021-12-01,2021-12-22,Self,CTAA,"$50,001 - $100,000","William F Hagerty, Iv",Senator,Sale,Sale (Full)
2021-12-03,2021-12-16,Spouse,WFC,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",Senator,Purchase,Purchase
2021-11-01,2021-12-10,Self,PYPL,"$250,001 - $500,000",John W Hickenlooper,Senator,Sale,Sale (Full)
2021-11-01,2021-12-10,Self,NVDA,"$500,001 - $1,000,000",John W Hickenlooper,Senator,Sale,Sale (Full)
2021-11-01,2021-12-10,Self,MSFT,"$250,001 - $500,000",John W Hickenlooper,Senator,Sale,Sale (Full)
2021-10-27,2021-12-10,Self,FB,"$250,001 - $500,000",John W Hickenlooper,Senator,Sale,Sale (Full)
2021-10-29,2021-12-10,Self,AAPL,"$250,001 - $500,000",John W Hickenlooper,Senator,Sale,Sale (Full)
2021-10-29,2021-12-10,Self,AMZN,"$250,001 - $500,000",John W Hickenlooper,Senator,Sale,Sale (Full)
2021-11-01,2021-12-10,Self,GOOGL,"$250,001 - $500,000",John W Hickenlooper,Senator,Sale,Sale (Full)
2021-11-08,2021-12-10,Spouse,TTD,"$15,001 - $50,000",John W Hickenlooper,Senator,Sale,Sale (Partial)
2021-11-22,2021-12-10,Joint,MSFT,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-11-22,2021-12-10,Joint,OXY,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-22,2021-12-10,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-11-22,2021-12-10,Joint,AAPL,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-11-22,2021-12-10,Joint,OXY,"$50,001 - $100,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-17,2021-12-10,Joint,PYPL,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Partial)
2021-11-17,2021-12-10,Joint,PYPL,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-17,2021-12-10,Joint,PYPL,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-12,2021-12-10,Joint,ADBE,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-11-08,2021-12-10,Joint,CLF,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-08,2021-12-10,Joint,CLF,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-08,2021-12-10,Joint,CLF,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-08,2021-12-10,Joint,CLF,"$100,001 - $250,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-11-05,2021-12-10,Joint,F,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-11-05,2021-12-10,Joint,F,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-11-04,2021-12-10,Joint,SSYS,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-02,2021-12-10,Joint,SCCO,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-11-02,2021-12-10,Joint,SCCO,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-02,2021-12-10,Joint,SCCO,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-11-02,2021-12-10,Joint,SCCO,"$100,001 - $250,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-11-01,2021-12-09,Spouse,DELL,"$1,001 - $15,000",Jacklyn S Rosen,Senator,Exchange,Exchange
2021-11-29,2021-12-07,Self,CAG,"$1,001 - $15,000",Gary C Peters,Senator,Purchase,Purchase
2021-11-29,2021-12-07,Self,OFC,"$1,001 - $15,000",Gary C Peters,Senator,Purchase,Purchase
2021-11-08,2021-11-23,Self,DDOG,"$1,000,001 - $5,000,000","William F Hagerty, Iv",Senator,Sale,Sale (Partial)
2021-10-28,2021-11-19,Self,CVX,"$100,001 - $250,000",John W Hickenlooper,Senator,Sale,Sale (Full)
2021-10-14,2021-11-17,Self,ROAD,"$50,001 - $100,000",Mark R Warner,Senator,Sale,Sale (Full)
2021-10-15,2021-11-15,Joint,SPG,"$1,001 - $15,000",Patrick J Toomey,Senator,Purchase,Purchase
2021-10-26,2021-11-10,Joint,QCOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-26,2021-11-10,Joint,RMD,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-26,2021-11-10,Joint,APAM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-26,2021-11-10,Joint,AON,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-21,2021-11-10,Joint,X,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,CALX,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-10-18,2021-11-10,Joint,CALX,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,CALX,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,INTC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,INTC,"$50,001 - $100,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-10-18,2021-11-10,Joint,AA,"$100,001 - $250,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,X,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,X,"$100,001 - $250,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-10-15,2021-11-10,Joint,INTC,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-10-15,2021-11-10,Joint,AA,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Self,GE,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Self,UAA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Self,UA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,BDX,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,D,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,DOW,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-18,2021-11-10,Joint,GD,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-10-22,2021-11-02,Spouse,SNOW,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,PG,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,NFLX,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,MPWR,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,KEYS,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,KLAC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,JNJ,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,INTU,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,GNRC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,EL,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,EXP,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,DEO,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,CTAS,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,CABO,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,BKE,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,ALLE,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-30,2021-10-15,Joint,APD,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-29,2021-10-15,Joint,WAL,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-29,2021-10-15,Joint,MMM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-29,2021-10-15,Joint,DECK,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-29,2021-10-15,Joint,CLX,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-29,2021-10-15,Joint,CHE,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-29,2021-10-15,Joint,BHP,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-29,2021-10-15,Joint,ATHM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-29,2021-10-15,Joint,AME,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-20,2021-10-15,Joint,SSYS,"$50,001 - $100,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-20,2021-10-15,Joint,X,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-13,2021-10-15,Joint,BABA,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-13,2021-10-15,Joint,BABA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-13,2021-10-15,Joint,BABA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-09-13,2021-10-15,Joint,BABA,"$50,001 - $100,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-09-03,2021-10-15,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-08-16,2021-10-07,Self,BTC,"$50,001 - $100,000",Cynthia M Lummis,Senator,Purchase,Purchase
2021-09-03,2021-10-07,Self,J,"$1,001 - $15,000",Cynthia M Lummis,Senator,Purchase,Purchase
2021-09-28,2021-10-04,Spouse,GOOG,"$1,001 - $15,000",Thomas R Carper,Senator,Sale,Sale (Partial)
2021-09-28,2021-10-04,Spouse,AAPL,"$15,001 - $50,000",Thomas R Carper,Senator,Sale,Sale (Partial)
2021-09-27,2021-09-28,Spouse,NRDY,"$1,001 - $15,000",Roy Blunt,Senator,Purchase,Purchase
2021-08-25,2021-09-15,Spouse,AAPL,"$1,001 - $15,000",Shelley M Capito,Senator,Purchase,Purchase
2021-08-17,2021-09-15,Spouse,MSFT,"$1,001 - $15,000",Shelley M Capito,Senator,Sale,Sale (Partial)
2021-08-17,2021-09-15,Spouse,AAPL,"$1,001 - $15,000",Shelley M Capito,Senator,Sale,Sale (Partial)
2021-08-30,2021-09-13,Spouse,BABA,"$1,001 - $15,000",Sheldon Whitehouse,Senator,Sale,Sale (Full)
2021-08-30,2021-09-13,Joint,MCHP,"$15,001 - $50,000",Sheldon Whitehouse,Senator,Sale,Sale (Full)
2021-08-30,2021-09-13,Joint,T,"$15,001 - $50,000",Sheldon Whitehouse,Senator,Sale,Sale (Full)
2021-08-30,2021-09-08,Joint,CALX,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-08-30,2021-09-08,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-08-30,2021-09-08,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-08-27,2021-09-08,Joint,CALX,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-08-18,2021-09-08,Joint,SSYS,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-08-12,2021-09-08,Joint,SSBK,"$50,001 - $100,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-08-10,2021-09-08,Joint,INTC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-08-02,2021-09-08,Joint,OXY,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-08-02,2021-09-08,Joint,OXY,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-08-23,2021-09-01,Spouse,LMRK,"$1,001 - $15,000",Thomas R Carper,Senator,Sale,Sale (Full)
2021-08-11,2021-09-01,Spouse,WW,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-08-04,2021-09-01,Spouse,ARE,"$1,001 - $15,000",Thomas R Carper,Senator,Sale,Sale (Partial)
2021-08-04,2021-09-01,Spouse,COR,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-30,2021-08-13,Joint,F,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-29,2021-08-13,Joint,AA,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-28,2021-08-13,Joint,NVDA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-21,2021-08-13,Joint,CLF,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-21,2021-08-13,Joint,CLF,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-21,2021-08-13,Joint,CLF,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-21,2021-08-13,Joint,CLF,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-21,2021-08-13,Joint,CLF,"$100,001 - $250,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-20,2021-08-13,Joint,CLF,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-20,2021-08-13,Joint,CLF,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-19,2021-08-13,Joint,CLF,"$50,001 - $100,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-19,2021-08-13,Joint,AA,"$50,001 - $100,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-14,2021-08-13,Joint,BABA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-14,2021-08-13,Joint,BABA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-06,2021-08-13,Joint,QQQ,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-01,2021-08-13,Joint,INTC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-07-16,2021-08-13,Joint,CRWD,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-16,2021-08-13,Joint,NWL,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-16,2021-08-13,Joint,PEGA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-16,2021-08-13,Joint,PEP,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-16,2021-08-13,Self,XLY,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-16,2021-08-13,Self,MTUM,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-16,2021-08-13,Self,SQ,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-16,2021-08-13,Self,DTD,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-07-26,2021-08-11,Spouse,RDSA,"$1,001 - $15,000",Shelley M Capito,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-11,Spouse,MSFT,"$1,001 - $15,000",Shelley M Capito,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-11,Spouse,IBM,"$1,001 - $15,000",Shelley M Capito,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-11,Spouse,INTC,"$1,001 - $15,000",Shelley M Capito,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-11,Spouse,C,"$1,001 - $15,000",Shelley M Capito,Senator,Sale,Sale (Partial)
2021-07-30,2021-08-09,Spouse,PINS,"$15,001 - $50,000",John W Hickenlooper,Senator,Purchase,Purchase
2021-07-27,2021-08-09,Spouse,SNAP,"$15,001 - $50,000",John W Hickenlooper,Senator,Sale,Sale (Partial)
2021-07-21,2021-08-03,Self,O,"$15,001 - $50,000",Gary C Peters,Senator,Purchase,Purchase
2021-07-26,2021-08-02,Spouse,IJS,"$1,001 - $15,000",Thomas R Carper,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-02,Spouse,IVV,"$1,001 - $15,000",Thomas R Carper,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-02,Spouse,ABYIX,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-26,2021-08-02,Spouse,CFA,"$1,001 - $15,000",Thomas R Carper,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-02,Spouse,GLD,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-26,2021-08-02,Spouse,FDN,"$1,001 - $15,000",Thomas R Carper,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-02,Spouse,LUBFX,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-26,2021-08-02,Spouse,DGRS,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-26,2021-08-02,Spouse,GBIL,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-26,2021-08-02,Spouse,FINX,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-26,2021-08-02,Spouse,NXTG,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-26,2021-08-02,Spouse,FIMKX,"$1,001 - $15,000",Thomas R Carper,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-02,Spouse,GEMIX,"$1,001 - $15,000",Thomas R Carper,Senator,Sale,Sale (Partial)
2021-07-26,2021-08-02,Spouse,FCPIX,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-08,2021-08-02,Spouse,JCI,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-07-08,2021-08-02,Spouse,FAST,"$1,001 - $15,000",Thomas R Carper,Senator,Purchase,Purchase
2021-06-24,2021-07-28,Spouse,TMO,"$1,001 - $15,000","Angus S King, Jr.",Senator,Purchase,Purchase
2021-06-24,2021-07-28,Spouse,ADBE,"$1,001 - $15,000","Angus S King, Jr.",Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,ALGN,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-04-05,2021-07-23,Joint,INTC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-25,2021-07-23,Joint,BABA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-21,2021-07-23,Joint,CLF,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-21,2021-07-23,Joint,CLF,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-01-15,2021-07-23,Joint,SDOG,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-01-13,2021-07-23,Joint,QQQ,"$15,001 - $50,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-13,2021-07-23,Joint,TDY,"$50,001 - $100,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-06,2021-07-23,Joint,AA,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-06,2021-07-23,Joint,AA,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-06,2021-07-23,Joint,AA,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-06,2021-07-23,Joint,AA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-01-06,2021-07-23,Joint,AA,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-01-05,2021-07-23,Joint,FB,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-04,2021-07-23,Joint,INTC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-04,2021-07-23,Joint,INTC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-04,2021-07-23,Joint,INTC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-04,2021-07-23,Joint,INTC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-04,2021-07-23,Joint,WY,"$50,001 - $100,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-04,2021-07-23,Joint,ONEQ,"$100,001 - $250,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-01-04,2021-07-23,Joint,DG,"$50,001 - $100,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-19,2021-07-23,Joint,ADBE,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-16,2021-07-23,Joint,OXY,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-16,2021-07-23,Joint,OXY,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-16,2021-07-23,Joint,OXY,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-16,2021-07-23,Joint,OXY,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-16,2021-07-23,Joint,OXY,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-16,2021-07-23,Joint,OXY,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-02-11,2021-07-23,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-10,2021-07-23,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-10,2021-07-23,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-10,2021-07-23,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-10,2021-07-23,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-10,2021-07-23,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-10,2021-07-23,Joint,ECOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-02-10,2021-07-23,Joint,ECOM,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-02-10,2021-07-23,Joint,ECOM,"$15,001 - $50,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-02-09,2021-07-23,Joint,VEEV,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-02-08,2021-07-23,Joint,F,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-04,2021-07-23,Joint,SSYS,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-04,2021-07-23,Joint,SSYS,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-02-03,2021-07-23,Joint,MSFT,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-02-03,2021-07-23,Joint,BRK-B,"$50,001 - $100,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-02-02,2021-07-23,Joint,CSX,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-03-29,2021-07-23,Joint,WST,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,WAL,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,WAT,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,VMW,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,MMM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,TER,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,SNA,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,SIVB,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,SWKS,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,SEIC,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,ROK,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,REGN,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,DGX,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,QCOM,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,PYPL,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,ODFL,"$1,001 - $15,000",Thomas H Tuberville,Senator,Purchase,Purchase
2021-03-29,2021-07-23,Joint,NDSN,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-03-29,2021-07-23,Joint,NTES,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-03-29,2021-07-23,Joint,MRK,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-03-29,2021-07-23,Joint,JNJ,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
2021-03-29,2021-07-23,Joint,INTU,"$1,001 - $15,000",Thomas H Tuberville,Senator,Sale,Sale (Full)
